,covariate,oesophagus_theta,oesophagus_theta_0.025,oesophagus_theta_0.975,stomach_theta,stomach_theta_0.025,stomach_theta_0.975,colorectal_theta,colorectal_theta_0.025,colorectal_theta_0.975,liver_theta,liver_theta_0.025,liver_theta_0.975,pancreas_theta,pancreas_theta_0.025,pancreas_theta_0.975,lung_theta,lung_theta_0.025,lung_theta_0.975,melanoma_theta,melanoma_theta_0.025,melanoma_theta_0.975,breast_theta,breast_theta_0.025,breast_theta_0.975,cervix_uteri_theta,cervix_uteri_theta_0.025,cervix_uteri_theta_0.975,corpus_uteri_theta,corpus_uteri_theta_0.025,corpus_uteri_theta_0.975,ovary_theta,ovary_theta_0.025,ovary_theta_0.975,prostate_theta,prostate_theta_0.025,prostate_theta_0.975,testis_theta,testis_theta_0.025,testis_theta_0.975,kidney_theta,kidney_theta_0.025,kidney_theta_0.975,bladder_theta,bladder_theta_0.025,bladder_theta_0.975,brain_theta,brain_theta_0.025,brain_theta_0.975,thyroid_theta,thyroid_theta_0.025,thyroid_theta_0.975,non_hodgkin_lymphoma_theta,non_hodgkin_lymphoma_theta_0.025,non_hodgkin_lymphoma_theta_0.975,multiple_myeloma_theta,multiple_myeloma_theta_0.025,multiple_myeloma_theta_0.975,AML_theta,AML_theta_0.025,AML_theta_0.975,other_theta,other_theta_0.025,other_theta_0.975,death_theta,death_theta_0.025,death_theta_0.975
419,G12 Spinal muscular atrophy and related syndromes,-0.00488492613658309,-0.21597237884998322,0.20620258152484894,0.0138937933370471,-0.1967879831790924,0.22457565367221832,-0.02451406791806221,-0.2346048653125763,0.18557679653167725,0.005731209646910429,-0.2055337280035019,0.2169961780309677,-0.004088412504643202,-0.21547652781009674,0.20729975402355194,-0.042763981968164444,-0.25434669852256775,0.16881878674030304,0.007382890209555626,-0.20365029573440552,0.21841613948345184,-0.0124327028170228,-0.22357259690761566,0.1987072080373764,-0.004639999940991402,-0.21593622863292694,0.2066562920808792,0.00013691354251932353,-0.21138286590576172,0.21165674924850464,0.003633399261161685,-0.20747679471969604,0.21474364399909973,-0.02413019724190235,-0.2346183806657791,0.18635804951190948,0.013934205286204815,-0.19765104353427887,0.22551952302455902,0.01017964631319046,-0.20130351185798645,0.22166287899017334,-0.008474918082356453,-0.21905365586280823,0.2021038681268692,0.0008158732671290636,-0.21043650805950165,0.21206827461719513,-0.0034250514581799507,-0.2146637886762619,0.20781375467777252,-0.0017951909685507417,-0.21297018229961395,0.20937983691692352,0.011471488513052464,-0.2001306563615799,0.22307370603084564,0.008054861798882484,-0.2030368149280548,0.21914662420749664,0.010633059777319431,-0.20969943702220917,0.23096561431884766,0.5646485686302185,0.3446114659309387,0.7846857309341431
420,G13 Systemic atrophies primarily affecting central nervous system in diseases classified elsewhere,-0.0021312113385647535,-0.18219026923179626,0.1779278963804245,-0.000954589806497097,-0.18106988072395325,0.17916074395179749,-0.006538970395922661,-0.1867518573999405,0.17367395758628845,-0.00032269328949041665,-0.18044507503509521,0.17979973554611206,0.0003254587354604155,-0.17969760298728943,0.18034854531288147,-0.010389218106865883,-0.1907651722431183,0.1699867695569992,-0.004749099258333445,-0.18487480282783508,0.17537663877010345,-0.001389042939990759,-0.18140803277492523,0.17862997949123383,0.007824133150279522,-0.17243844270706177,0.18808677792549133,-0.0018067087512463331,-0.18208317458629608,0.17846982181072235,0.00021274852042552084,-0.17998692393302917,0.18041245639324188,-0.004080549348145723,-0.18409201502799988,0.1759309619665146,-0.00047427418758161366,-0.18067876994609833,0.17973026633262634,-0.0004657712415792048,-0.1806618571281433,0.1797303855419159,-0.002381427213549614,-0.1825290471315384,0.17776623368263245,-0.00022683937277179211,-0.18036942183971405,0.17991580069065094,0.0027033896185457706,-0.17752426862716675,0.1829310953617096,-0.00036484224256128073,-0.18046841025352478,0.17973877489566803,0.0068738884292542934,-0.1731826514005661,0.18693047761917114,0.0011820426443591714,-0.1790977418422699,0.1814618855714798,0.011347336694598198,-0.17632444202899933,0.1990191638469696,0.009354306384921074,-0.1783880889415741,0.19709675014019012
421,G14 Postpolio syndrome,0.0019069832051172853,-0.1966336965560913,0.2004476934671402,-0.003451357828453183,-0.20195810496807098,0.19505544006824493,-0.0003797315002884716,-0.19875399768352509,0.19799461960792542,0.0018006652826443315,-0.19667284190654755,0.20027422904968262,0.0001668639451963827,-0.19816116988658905,0.19849494099617004,0.0014555100351572037,-0.19682855904102325,0.19973963499069214,0.005532040726393461,-0.1928883194923401,0.20395244657993317,-0.0016595501219853759,-0.20005916059017181,0.19674009084701538,0.003324296325445175,-0.19508126378059387,0.2017299383878708,0.003775468561798334,-0.1947598159313202,0.20231080055236816,0.0032219181302934885,-0.19518262147903442,0.2016265094280243,0.006444058381021023,-0.19201064109802246,0.20489878952503204,0.0003588786057662219,-0.19804678857326508,0.1987645924091339,0.0022815712727606297,-0.19623112678527832,0.20079432427883148,-0.0010500696953386068,-0.1995324045419693,0.19743230938911438,-0.0017224634066224098,-0.20010064542293549,0.1966557651758194,-0.00751485163345933,-0.20593717694282532,0.1909075230360031,0.0016653876518830657,-0.19669382274150848,0.20002464950084686,-0.0025246371515095234,-0.2008117139339447,0.1957624852657318,0.0005727728712372482,-0.19785696268081665,0.19900254905223846,-0.0011871007736772299,-0.20812007784843445,0.20574593544006348,-0.0005374536849558353,-0.20747356116771698,0.20639869570732117
422,G20 Parkinson's disease,-0.01910053752362728,-0.1917329728603363,0.15353193879127502,-0.03786500170826912,-0.21142742037773132,0.13569746911525726,-0.10252294689416885,-0.2774707078933716,0.07242485135793686,0.003010965185239911,-0.16891176998615265,0.17493373155593872,-0.062063924968242645,-0.2382209300994873,0.114093117415905,-0.5675941705703735,-0.7430469393730164,-0.39214134216308594,0.03476914018392563,-0.1389240026473999,0.20846235752105713,0.004413642920553684,-0.16646406054496765,0.17529140412807465,-0.012258381582796574,-0.1854991465806961,0.1609824299812317,-0.020148806273937225,-0.19345858693122864,0.15316101908683777,-0.02458990551531315,-0.1980958729982376,0.148916095495224,-0.12591227889060974,-0.30039235949516296,0.04856784641742706,-0.0019768038764595985,-0.17523159086704254,0.17127802968025208,-0.011527840048074722,-0.18389859795570374,0.16084297001361847,-0.14696167409420013,-0.32762789726257324,0.03370457887649536,-0.016896476969122887,-0.18971875309944153,0.15592585504055023,-0.01119215227663517,-0.184590145945549,0.16220587491989136,-0.028174633160233498,-0.20167048275470734,0.14532124996185303,0.0012806125450879335,-0.17170880734920502,0.17427006363868713,-0.010154491290450096,-0.1833118349313736,0.16300290822982788,0.05157840996980667,-0.12827271223068237,0.2314295768737793,0.793878972530365,0.6191193461418152,0.9686386585235596
423,G21 Secondary Parkinsonism,0.003671680809929967,-0.172333762049675,0.17967715859413147,-0.00039528930210508406,-0.1763623207807541,0.17557178437709808,-0.011404544115066528,-0.18670731782913208,0.1638982743024826,-0.001839358708821237,-0.1778065264225006,0.17412786185741425,0.013050494715571404,-0.16318774223327637,0.18928878009319305,-0.028108986094594002,-0.20467215776443481,0.1484542340040207,0.010098511353135109,-0.16607648134231567,0.18627354502677917,0.017571311444044113,-0.15886946022510529,0.1940121352672577,-0.0029591855127364397,-0.17904974520206451,0.17313140630722046,-0.004154088441282511,-0.18031379580497742,0.17200565338134766,-0.007362262345850468,-0.18330265581607819,0.16857817769050598,0.0038268319331109524,-0.17261271178722382,0.18026641011238098,0.0035443189553916454,-0.17256253957748413,0.17965121567249298,-0.0006501942407339811,-0.17691750824451447,0.17561715841293335,-0.016685886308550835,-0.19287949800491333,0.15950776636600494,0.010500039905309677,-0.16553346812725067,0.1865336000919342,0.0031739557161927223,-0.17280513048171997,0.17915309965610504,-0.004139475524425507,-0.18012520670890808,0.17184630036354065,-0.0003798061516135931,-0.17652396857738495,0.17576441168785095,-0.0037530637346208096,-0.17984996736049652,0.17234386503696442,0.003965139389038086,-0.17933407425880432,0.18726439774036407,0.1314772367477417,-0.051475316286087036,0.3144298195838928
424,G22 Parkinsonism in diseases classified elsewhere,-0.009416540153324604,-0.19048666954040527,0.1716536283493042,-0.002449553459882736,-0.1834530532360077,0.1785539984703064,0.0026750213000923395,-0.1790127456188202,0.18436284363269806,-0.003303809091448784,-0.18425051867961884,0.17764295637607574,-0.005431168247014284,-0.186616450548172,0.1757541447877884,-0.017113104462623596,-0.19828511774539948,0.16405895352363586,0.01602049358189106,-0.16532203555107117,0.19736306369304657,0.0001760633458616212,-0.1808047592639923,0.1811569184064865,-0.0020967060700058937,-0.1831737458705902,0.17898036539554596,0.0012446017935872078,-0.1798817217350006,0.18237100541591644,0.0013318969868123531,-0.1796393096446991,0.18230314552783966,0.008354483172297478,-0.17296184599399567,0.1896708756685257,-0.0031581728253513575,-0.18423675000667572,0.17792046070098877,0.005590775515884161,-0.1753004789352417,0.18648208677768707,-0.0061483499594032764,-0.1870448738336563,0.17474821209907532,0.0020165175665169954,-0.17899923026561737,0.18303228914737701,-0.007885345257818699,-0.18893077969551086,0.173160120844841,0.002032218035310507,-0.1789352148771286,0.18299970030784607,-0.0043351068161427975,-0.18529720604419708,0.17662706971168518,-0.0056410362012684345,-0.18655084073543549,0.17526882886886597,-0.0025189428124576807,-0.1911589503288269,0.1861211210489273,0.03549753874540329,-0.15289685130119324,0.2238919734954834
425,G23 Other degenerative diseases of basal ganglia,-0.006192592903971672,-0.18087266385555267,0.1684875190258026,-0.006521879229694605,-0.1811533272266388,0.16810962557792664,-0.01126015093177557,-0.1860072910785675,0.1634870320558548,-0.0057588741183280945,-0.1804770827293396,0.168959379196167,-0.000590119103435427,-0.17543210089206696,0.17425191402435303,-0.01524314284324646,-0.1894657164812088,0.15897947549819946,0.002539834938943386,-0.1717139482498169,0.1767936497926712,-0.010180424898862839,-0.1841319054365158,0.16377109289169312,-0.005036867223680019,-0.17960797250270844,0.16953429579734802,0.00026517073274590075,-0.17432983219623566,0.17486020922660828,-0.006608204450458288,-0.18124637007713318,0.1680300086736679,-0.010678472928702831,-0.18489673733711243,0.163539856672287,0.0044842795468866825,-0.17009657621383667,0.17906516790390015,-0.0019691847264766693,-0.1763252317905426,0.17238689959049225,0.0037894612178206444,-0.17070171236991882,0.17828068137168884,0.005232416093349457,-0.16936656832695007,0.17983144521713257,0.0021756086498498917,-0.1725904792547226,0.17694175243377686,-0.0008415794582106173,-0.17548039555549622,0.17379729449748993,0.0019504808587953448,-0.17283155024051666,0.17673256993293762,-0.0035238931886851788,-0.17811106145381927,0.17106333374977112,-0.0012033511884510517,-0.18302500247955322,0.18061833083629608,0.17641612887382507,-0.005857750773429871,0.358690083026886
426,G24 Dystonia,0.005582418292760849,-0.18799442052841187,0.19915930926799774,-0.016449162736535072,-0.21077747642993927,0.177879199385643,-0.011790512129664421,-0.20586402714252472,0.18228302896022797,0.0019426277140155435,-0.19219976663589478,0.1960850954055786,-0.00889961700886488,-0.2027527540922165,0.18495358526706696,-0.013493836857378483,-0.2040717601776123,0.17708413302898407,0.018703458830714226,-0.17466285824775696,0.21206985414028168,0.017739491537213326,-0.1721871942281723,0.20766620337963104,0.02004154957830906,-0.17430177330970764,0.21438492834568024,-0.004587168805301189,-0.19822800159454346,0.1890536993741989,-0.01901325397193432,-0.2131660431623459,0.17513957619667053,-0.00505984527990222,-0.1982191652059555,0.18809954822063446,-0.008236659690737724,-0.202406108379364,0.18593285977840424,0.0014014738844707608,-0.19217807054519653,0.19498105347156525,-0.01051890105009079,-0.2043691873550415,0.1833314597606659,-0.009018264710903168,-0.2029266059398651,0.18489015102386475,0.002724903868511319,-0.1915312111377716,0.19698107242584229,-0.01818317174911499,-0.21214015781879425,0.17577385902404785,-0.011998132802546024,-0.20603686571121216,0.18204064667224884,0.013030202127993107,-0.18105021119117737,0.20711065828800201,-0.00195740326307714,-0.20421338081359863,0.20029862225055695,0.021945778280496597,-0.179723858833313,0.22361546754837036
427,G25 Other extrapyramidal and movement disorders,-0.007291887421160936,-0.19093257188796997,0.17634886503219604,-0.0009281121892854571,-0.18388067185878754,0.18202447891235352,-0.047647736966609955,-0.2301185429096222,0.13482311367988586,-0.0007160677923820913,-0.18421591818332672,0.1827838271856308,-0.009315233677625656,-0.1922992765903473,0.17366886138916016,0.013677001930773258,-0.16818492114543915,0.1955389678478241,-0.01457001268863678,-0.19773627817630768,0.1685962826013565,0.054115235805511475,-0.13181276619434357,0.2400432676076889,0.010735420510172844,-0.17314587533473969,0.19461676478385925,-0.0003932589024771005,-0.1843007355928421,0.18351426720619202,0.007904564961791039,-0.17565514147281647,0.19146430492401123,-0.010236332193017006,-0.19224925339221954,0.17177662253379822,0.0020760095212608576,-0.18169613182544708,0.1858481913805008,-0.018626291304826736,-0.2018410861492157,0.1645885705947876,-0.0012093443656340241,-0.18432578444480896,0.18190716207027435,-0.016023924574255943,-0.1998056024312973,0.1677578091621399,-0.012132053263485432,-0.19602535665035248,0.17176133394241333,-0.02456454187631607,-0.20811066031455994,0.15898162126541138,0.004698044620454311,-0.17907996475696564,0.1884760856628418,0.005042392760515213,-0.17869506776332855,0.18877989053726196,-0.001851217239163816,-0.1932927817106247,0.18959039449691772,-0.008996335789561272,-0.1994573175907135,0.18146467208862305
428,G26 Extrapyramidal and movement disorders in diseases classified elsewhere,0.0012691655429080129,-0.17519353330135345,0.17773190140724182,-0.0009185160743072629,-0.17743317782878876,0.1755961775779724,0.0012738361256197095,-0.17515155673027039,0.1776992827653885,-0.005013077054172754,-0.1816195845603943,0.17159347236156464,-0.0005153861711733043,-0.1771722435951233,0.17614151537418365,0.00846827682107687,-0.16803650557994843,0.1849730908870697,-0.0012521421303972602,-0.17771878838539124,0.17521455883979797,-0.00496058352291584,-0.18133042752742767,0.17140930891036987,0.0025605300907045603,-0.17390157282352448,0.1790226697921753,0.004927063826471567,-0.17160466313362122,0.18145886063575745,-0.003609035164117813,-0.18016678094863892,0.17294876277446747,0.005695460829883814,-0.1705823540687561,0.18197333812713623,-0.0016629383899271488,-0.17814753949642181,0.17482170462608337,-0.0018236013129353523,-0.17836834490299225,0.17472118139266968,-0.0038900908548384905,-0.18029990792274475,0.1725197732448578,0.0005443657864816487,-0.1758555918931961,0.17694437503814697,0.00404783058911562,-0.17246676981449127,0.18056246638298035,-0.0011766438838094473,-0.17768770456314087,0.17533446848392487,0.0001490795548306778,-0.176224946975708,0.17652316391468048,0.00017671470413915813,-0.17636217176914215,0.1767156571149826,-0.005483593791723251,-0.1892862319946289,0.1783190816640854,-0.0036080407444387674,-0.18743540346622467,0.180219367146492
429,G30 Alzheimer's disease,-0.0164815541356802,-0.19519181549549103,0.1622287631034851,-0.0073751718737185,-0.18645033240318298,0.17170007526874542,-0.06968062371015549,-0.24956002831459045,0.11019881814718246,0.009729057550430298,-0.16846086084842682,0.187919020652771,-0.023557770997285843,-0.20258647203445435,0.15547099709510803,-0.020777937024831772,-0.20027704536914825,0.1587212085723877,-0.01622568629682064,-0.1941504180431366,0.1616990864276886,-0.0053053442388772964,-0.18131563067436218,0.17070497572422028,-0.004642992280423641,-0.18330232799053192,0.17401637136936188,-0.014961084350943565,-0.19337892532348633,0.16345682740211487,-0.01263692881911993,-0.191183939576149,0.16591012477874756,-0.05913733318448067,-0.24011921882629395,0.12184463441371918,0.0033128720242530107,-0.17523202300071716,0.18185780942440033,0.0037358154077082872,-0.17448662221431732,0.18195828795433044,-0.020096948370337486,-0.19863061606884003,0.15843676030635834,-0.014581841416656971,-0.19333745539188385,0.16417382657527924,0.002126159379258752,-0.17639009654521942,0.18064245581626892,0.006348338443785906,-0.17169709503650665,0.18439382314682007,-0.020650168880820274,-0.1993074268102646,0.15800714492797852,-0.00768011761829257,-0.1862412691116333,0.17088107764720917,-0.026541883125901222,-0.2124078869819641,0.15932415425777435,0.3479093313217163,0.16245652735233307,0.5333622097969055
430,"G31 Other degenerative diseases of nervous system, not elsewhere classified",0.022659609094262123,-0.16191118955612183,0.20723046362400055,0.008396399207413197,-0.17618891596794128,0.1929817646741867,0.01896703615784645,-0.16148848831653595,0.19942261278629303,0.011122838594019413,-0.17319801449775696,0.19544373452663422,-0.019671211019158363,-0.20168673992156982,0.16234435141086578,0.0292673259973526,-0.147393137216568,0.20592783391475677,0.030532551929354668,-0.1538272202014923,0.21489238739013672,0.020891563966870308,-0.1610531061887741,0.2028363049030304,-0.004252418410032988,-0.18891817331314087,0.1804133802652359,-0.004099552519619465,-0.18806064128875732,0.17986160516738892,-0.0110948346555233,-0.19562336802482605,0.17343373596668243,-0.029544636607170105,-0.21289311349391937,0.15380388498306274,-0.006513137836009264,-0.19142840802669525,0.17840218544006348,0.01085531897842884,-0.17320549488067627,0.19491615891456604,0.012128276750445366,-0.17032776772975922,0.19458436965942383,-0.029710981994867325,-0.21473374962806702,0.15531182289123535,-0.0018066297052428126,-0.18655505776405334,0.18294183909893036,-0.0089939646422863,-0.19274277985095978,0.17475488781929016,-0.010473441332578659,-0.19491828978061676,0.17397144436836243,0.00018695183098316193,-0.18427355587482452,0.18464751541614532,-0.00997959915548563,-0.20238277316093445,0.18242362141609192,0.21635134518146515,0.027117326855659485,0.4055854082107544
431,G32 Other degenerative disorders of nervous system in diseases classified elsewhere,0.00021301514061633497,-0.2001299262046814,0.20055599510669708,-0.004620217252522707,-0.20480602979660034,0.19556565582752228,-0.0021841309498995543,-0.20252448320388794,0.19815625250339508,-0.0017493577906861901,-0.20185689628124237,0.19835823774337769,-0.005647506099194288,-0.20596659183502197,0.194671630859375,0.005689561367034912,-0.19418582320213318,0.20556500554084778,0.00018455197277944535,-0.20001274347305298,0.20038188993930817,-0.004948130808770657,-0.20502245426177979,0.1951262652873993,-0.0003155518788844347,-0.20092162489891052,0.20029057562351227,-0.0001888741389848292,-0.20063738524913788,0.20025968551635742,-0.00543640973046422,-0.2055816948413849,0.1947089433670044,-0.004842678550630808,-0.20500609278678894,0.19532077014446259,-0.0027483573649078608,-0.20305079221725464,0.19755414128303528,0.000913069408852607,-0.19933508336544037,0.20116128027439117,0.0022094447631388903,-0.19803501665592194,0.20245395600795746,0.011420809663832188,-0.1887512356042862,0.2115929126739502,-0.00039869011379778385,-0.20071779191493988,0.1999204456806183,-0.0026096818037331104,-0.2029738873243332,0.19775454699993134,-0.0017932248301804066,-0.20203158259391785,0.19844521582126617,-0.00199591601267457,-0.20235277712345123,0.19836097955703735,-0.0025231067556887865,-0.21136367321014404,0.2063174992799759,-0.003462834283709526,-0.2123904526233673,0.20546483993530273
432,G35 Multiple sclerosis,-0.010140315629541874,-0.18893925845623016,0.16865867376327515,-0.013725469820201397,-0.1933123767375946,0.16586145758628845,0.003338741837069392,-0.17370052635669708,0.18037806451320648,-0.013321509584784508,-0.19306889176368713,0.1664259284734726,-0.0018608822720125318,-0.18022827804088593,0.17650654911994934,0.014647829346358776,-0.15641334652900696,0.18570904433727264,0.009172358550131321,-0.166359081864357,0.18470387160778046,0.0038472837768495083,-0.17021048069000244,0.1779050976037979,-0.00029248077771626413,-0.1789783388376236,0.1783934235572815,-0.031092215329408646,-0.21127668023109436,0.14909230172634125,-0.0005189387011341751,-0.17948473989963531,0.1784469038248062,-0.02547808736562729,-0.20138812065124512,0.1504320204257965,-0.016123788431286812,-0.19575734436511993,0.1635098159313202,0.01178660523146391,-0.16691802442073822,0.19049128890037537,0.03009207546710968,-0.1486503630876541,0.20883457362651825,0.030717166140675545,-0.1490538865327835,0.21048825979232788,-0.003593731438741088,-0.183136984705925,0.1759495735168457,-0.00921610090881586,-0.187039315700531,0.1686071902513504,-0.003134162398055196,-0.1822231113910675,0.17595484852790833,0.017551448196172714,-0.162026047706604,0.1971289962530136,0.01704925112426281,-0.16955110430717468,0.20364968478679657,0.653124988079071,0.4676002562046051,0.8386497497558594
433,G36 Other acute disseminated demyelination,0.00044160967809148133,-0.1831648051738739,0.18404807150363922,0.013623172417283058,-0.16997873783111572,0.19722512364387512,0.003565157763659954,-0.18031145632266998,0.1874418556690216,0.003706507384777069,-0.17991390824317932,0.18732696771621704,0.011584271676838398,-0.17212650179862976,0.19529511034488678,-0.004246816970407963,-0.18780097365379333,0.17930738627910614,0.013413166627287865,-0.16981346905231476,0.19663986563682556,0.002221083967015147,-0.18094754219055176,0.18538974225521088,-0.007035171613097191,-0.19058091938495636,0.17651064693927765,0.004346858244389296,-0.17922931909561157,0.18792308866977692,-0.0008032480836845934,-0.1842978149652481,0.18269135057926178,-0.002258988795801997,-0.1857144832611084,0.18119657039642334,-0.006224994547665119,-0.1897069662809372,0.17725706100463867,-0.006151116453111172,-0.18976616859436035,0.17746399343013763,-0.003660398768261075,-0.18722321093082428,0.17990246415138245,0.0030870784539729357,-0.18047714233398438,0.1866513192653656,-0.0002843528345692903,-0.18378326296806335,0.18321460485458374,0.0018505012849345803,-0.18168789148330688,0.1853889375925064,-0.00038710483931936324,-0.18392787873744965,0.18315371870994568,-0.002761279698461294,-0.1863734871149063,0.18085098266601562,0.004755071830004454,-0.18650127947330475,0.19601145386695862,0.0183015838265419,-0.17306825518608093,0.20967146754264832
434,G37 Other demyelinating diseases of central nervous system,-0.003755947109311819,-0.17503410577774048,0.16752226650714874,0.0059800841845571995,-0.16564293205738068,0.17760315537452698,-0.01794252172112465,-0.18908622860908508,0.15320125222206116,0.0037898130249232054,-0.1678011566400528,0.17538082599639893,-0.0010490657296031713,-0.1721777468919754,0.17007964849472046,0.058689650148153305,-0.11335974931716919,0.23073910176753998,0.013913444243371487,-0.158453106880188,0.1862800270318985,0.01228273008018732,-0.15922564268112183,0.1837911456823349,0.0002944301231764257,-0.17105354368686676,0.17164246737957,-0.000535825383849442,-0.17249152064323425,0.1714199036359787,-0.005803884007036686,-0.1775406301021576,0.16593292355537415,0.009699627757072449,-0.1621122658252716,0.18151156604290009,0.005511780269443989,-0.16620132327079773,0.17722491919994354,-0.006322266533970833,-0.1779317855834961,0.1652873009443283,-0.0001926598633872345,-0.17144076526165009,0.17105549573898315,0.011345099657773972,-0.16068533062934875,0.18337558209896088,0.002078488003462553,-0.16958744823932648,0.17374446988105774,0.010090330615639687,-0.16135556995868683,0.18153628706932068,0.002953325165435672,-0.16910286247730255,0.17500954866409302,-0.004395082592964172,-0.17606981098651886,0.1672796756029129,0.007167095318436623,-0.17146116495132446,0.18579541146755219,0.078127421438694,-0.10025250166654587,0.25650736689567566
435,G40 Epilepsy,0.026539528742432594,-0.15936148166656494,0.2124405950307846,0.01952364109456539,-0.1669248789548874,0.20597220957279205,0.15243177115917206,-0.012738361954689026,0.3176019489765167,0.024724293500185013,-0.16314075887203217,0.21258939802646637,-0.06037449836730957,-0.2469661384820938,0.12621718645095825,0.021806592121720314,-0.1255410760641098,0.1691543012857437,-0.03947325050830841,-0.21993502974510193,0.1409885734319687,0.017085090279579163,-0.1440645456314087,0.1782347708940506,0.02483227849006653,-0.16202281415462494,0.21168741583824158,-0.05661177262663841,-0.24722672998905182,0.13400323688983917,-0.0200046394020319,-0.20665529370307922,0.1666460484266281,-0.09043598175048828,-0.26698940992355347,0.08611750602722168,0.02402946911752224,-0.16404028236865997,0.21209925413131714,0.03998301923274994,-0.14765746891498566,0.2276235669851303,0.00026603808510117233,-0.18422386050224304,0.18475599586963654,0.7731285095214844,0.581244707107544,0.9650123119354248,0.023276908323168755,-0.16625531017780304,0.21280920505523682,-0.026126094162464142,-0.2119176983833313,0.1596655547618866,-0.037488050758838654,-0.22712761163711548,0.15215158462524414,-0.006317283026874065,-0.19627615809440613,0.18364162743091583,0.03667956590652466,-0.15946675837039948,0.23282593488693237,0.34434837102890015,0.1603696644306183,0.5283271074295044
436,G41 Status epilepticus,-0.008389503695070744,-0.19354048371315002,0.17676150798797607,-0.004775585141032934,-0.19039812684059143,0.18084698915481567,0.0006416271207854152,-0.1852133721113205,0.18649667501449585,0.008265668526291847,-0.17778949439525604,0.1943208873271942,-0.0036776938941329718,-0.18936745822429657,0.18201211094856262,0.009412277489900589,-0.1737973541021347,0.19262194633483887,-0.00725364638492465,-0.192221537232399,0.1777142882347107,-0.002907956950366497,-0.18754568696022034,0.18172980844974518,-0.006713219918310642,-0.19214002788066864,0.1787136197090149,-0.001741334330290556,-0.18746016919612885,0.18397754430770874,0.005124296061694622,-0.18033088743686676,0.19057953357696533,-0.008957904763519764,-0.1948206126689911,0.1769048422574997,-0.005372939631342888,-0.19105865061283112,0.18031281232833862,0.010456277057528496,-0.17461401224136353,0.1955265998840332,0.0042592622339725494,-0.18094296753406525,0.18946152925491333,-0.011195641942322254,-0.19668328762054443,0.17429204285144806,-0.003668550169095397,-0.18929843604564667,0.18196138739585876,0.022409826517105103,-0.16386033594608307,0.20868003368377686,0.009080699644982815,-0.17635822296142578,0.19451965391635895,-0.0013616795185953379,-0.18711040914058685,0.18438708782196045,0.0005460236570797861,-0.19287119805812836,0.19396327435970306,0.03358224779367447,-0.158645898103714,0.2258104681968689
437,G43 Migraine,-0.040426645427942276,-0.22694315016269684,0.14608994126319885,-0.016317293047904968,-0.19972141087055206,0.1670868843793869,-0.04111362621188164,-0.21663141250610352,0.13440419733524323,0.018667040392756462,-0.1645047813653946,0.2018389105796814,0.008607065305113792,-0.1731191724538803,0.19033333659172058,-0.16736944019794464,-0.34436607360839844,0.009627237915992737,-0.013112790882587433,-0.19149616360664368,0.16527065634727478,-0.009630586951971054,-0.1635437160730362,0.14428257942199707,-0.05420566722750664,-0.23908446729183197,0.13067317008972168,-0.030548973008990288,-0.2133840024471283,0.152286097407341,-0.04952462017536163,-0.23313719034194946,0.13408799469470978,0.0032690870575606823,-0.17304281890392303,0.17958104610443115,0.01856471225619316,-0.16720588505268097,0.20433537662029266,0.03949390724301338,-0.1453818678855896,0.22436974942684174,-0.0004008058167528361,-0.18276084959506989,0.18195925652980804,-0.03810485824942589,-0.2217075377702713,0.14549784362316132,-0.006708817556500435,-0.19103144109249115,0.17761386930942535,-0.01639750599861145,-0.19736561179161072,0.1645706444978714,-0.012609897181391716,-0.19715113937854767,0.17193138599395752,-0.03048541024327278,-0.216647669672966,0.15567690134048462,0.004218354355543852,-0.18797428905963898,0.19641104340553284,-0.07662525027990341,-0.2666682004928589,0.11341773718595505
438,G44 Other headache syndromes,0.01663840189576149,-0.15557807683944702,0.18885491788387299,0.015534167177975178,-0.15612943470478058,0.18719780445098877,-0.052327126264572144,-0.2213020920753479,0.1166478842496872,-0.0031980841886252165,-0.17553777992725372,0.16914165019989014,-0.004343404434621334,-0.17470282316207886,0.16601605713367462,-0.004120817873626947,-0.16990873217582703,0.16166715323925018,0.05289410054683685,-0.12012478709220886,0.22591303288936615,0.05945637822151184,-0.10558056831359863,0.2244933545589447,-0.00797722116112709,-0.18007729947566986,0.16412290930747986,-0.08367808163166046,-0.2595883011817932,0.09223221242427826,-0.007065377198159695,-0.17739205062389374,0.16326135396957397,0.016816122457385063,-0.15130391716957092,0.18493621051311493,0.0042413040064275265,-0.16803286969661713,0.17651551961898804,0.08467011153697968,-0.09213869273662567,0.2614789605140686,0.061067432165145874,-0.11136963963508606,0.23350456357002258,0.012231186963617802,-0.1585775911808014,0.18304000794887543,-0.009605536237359047,-0.18149299919605255,0.16228196024894714,-0.01221739873290062,-0.18276166915893555,0.1583269089460373,-0.02080259658396244,-0.1926608830690384,0.1510557234287262,-0.0018487334018573165,-0.17379328608512878,0.17009587585926056,0.01731293648481369,-0.16143706440925598,0.19606295228004456,-0.08440544456243515,-0.2626989781856537,0.09388814121484756
